"Name","Type","Unlock Prerequisite","Research Scrolls","Antique Tokens","Tier","Value","Crafting Time (seconds)","Crafting Time (formatted)","Value / Crafting Time","Merchant XP","Merchant XP / Crafting Time","Worker XP","Fusion XP","Favor","Airship Power","","Required Worker ","Worker Level","Required Worker","Worker Level","Required Worker","Worker Level","","","","","","","","","","","","","","","Component","Component Quality","Amount Needed","Component","Component Quality","Amount Needed","","ATK","DEF","HP","EVA","CRIT","Mana Shield","","Elemental Affinity","Spirit Affinity","Built-In Element","Built-In Spirit","","Crafting Upgrade 1","Crafts Needed","Crafting Upgrade 2","Crafts Needed","Crafting Upgrade 3","Crafts Needed","Crafting Upgrade 4","Crafts Needed","Crafting Upgrade 5","Crafts Needed","","Starforged Milestone 1","Crafts Needed","Starforged Milestone 2","Crafts Needed","Starforged Milestone 3","Crafts Needed","Starforged Milestone 4","Crafts Needed","Starforged Milestone 5","Crafts Needed","","Ascension Upgrade 1","Shards Needed","Ascension Upgrade 2","Shards Needed","Ascension Upgrade 3","Shards Needed","Transcendence Upgrade 1","Seals Needed","Transcendence Upgrade 2","Seals Needed","Transcendence Upgrade 3","Seals Needed","","Discount Energy","Surcharge Energy","Suggest Energy","Speed Up Energy","","Is Antique starting on (UTC)",""
"Paladin Boots","Heavy Footwear","---","12","","6","23,500","3,000","0:50:00","7.83","17,500","5.83","263","1,315","349","138","","Blacksmith","14","Priestess","10","---","","","99","---","---","25","25","---","---","---","---","---","---","---","","Iron Greaves","Normal","1","Moon Crystal","---","3","","","115","---","---","---","---","","Light","---","---","---","","-25% Craft Time Reduction","7","-20 Iron Spent","16","Blueprint: Samurai Haidate","30","x1.25 Value Increase","45","Quality Chance x2","70","","+20% Surcharge Value","10","-10% Surcharge Cost","20","x1.25 Value Increase","40","+10% Multicraft Chance","65","Quality Chance x2","100","","-5 Steel Spent","25","+10% Multicraft Chance","25","-1 Iron Greaves Spent","25","DEF +29","25","HP +17","25","+10% Base ATK, DEF and HP","25","","115","250","50","465","","",""
"Canid Paws","Heavy Footwear","Dog's Fortune Mega Pack","---","140","6","29,500","4,200","1:10:00","7.02","20,000","4.76","300","1,500","296","175","","Blacksmith","15","Priestess","11","---","","","113","---","---","---","29","---","---","---","---","---","---","---","","Rustwyrm Scale","---","6","---","---","","","31","125","---","---","---","---","","---","Wolf Ferocity","---","---","","-20% Craft Time Reduction","7","-23 Iron Spent","18","x1.25 Value Increase","32","x1.25 Value Increase","50","Quality Chance x2","80","","+20% Surcharge Value","10","-10% Surcharge Cost","25","x1.25 Value Increase","45","+10% Multicraft Chance","70","Quality Chance x2","110","","-20% Craft Time Reduction","25","+10% Multicraft Chance","25","-1 Rustwyrm Scale Spent","25","DEF +31","25","HP +19","25","+10% Base ATK, DEF and HP","25","","125","280","55","515","","February 20, 2022",""
"Ashkickers","Heavy Footwear","Cinderlake Mega Pack","---","140","6","37,000","3,000","0:50:00","12.33","20,000","6.67","300","1,500","278","190","","Blacksmith","15","Priestess","11","---","","","107","---","---","---","29","---","---","---","---","---","---","---","","Deep Pearl","---","3","Ember Element","Normal","1","","","125","8","---","---","---","","Fire","---","---","---","","-20% Craft Time Reduction","7","-6 Steel Spent","18","x1.25 Value Increase","32","x1.25 Value Increase","50","Quality Chance x2","80","","+20% Surcharge Value","10","-10% Surcharge Cost","25","x1.25 Value Increase","45","+10% Multicraft Chance","70","Quality Chance x2","110","","-1 Ember Element Spent","25","-20% Craft Time Reduction","25","+10% Multicraft Chance","25","DEF +31","25","HP +19","25","+10% Base ATK, DEF and HP","25","","140","310","60","515","","January 21, 2024",""
"Samurai Haidate","Heavy Footwear","---","20","","7","69,000","6,000","1:40:00","11.5","25,000","4.17","375","1,875","622","168","","Blacksmith","17","Master","13","---","","","141","---","70","---","36","---","---","---","---","---","---","---","","Star Metal","---","3","Bronze Fang","---","3","","","140","---","---","---","---","","---","---","---","---","","-25% Craft Time Reduction","7","-28 Iron Spent","18","Blueprint: General Greaves","32","x1.25 Value Increase","50","Quality Chance x2","80","","+20% Surcharge Value","10","-10% Surcharge Cost","25","x1.25 Value Increase","45","+10% Multicraft Chance","70","Quality Chance x2","110","","-7 Steel Spent","30","+10% Multicraft Chance","30","-1 Star Metal Spent","30","DEF +35","30","HP +21","30","+10% Base ATK, DEF and HP","30","","190","420","85","620","","",""
"Topaz Greaves","Heavy Footwear","Dungeon Explorer Offer","---","160","7","85,000","9,000","2:30:00","9.44","30,500","3.39","458","2,290","591","242","","Blacksmith","19","Master","15","---","","","170","---","---","---","","---","---","---","---","5","---","---","","Star Metal","---","4","---","---","","","","160","10","---","---","---","","---","---","---","---","","-25% Craft Time Reduction","7","-34 Iron Spent","18","x1.25 Value Increase","32","x1.25 Value Increase","50","Quality Chance x2","80","","+20% Surcharge Value","10","-10% Surcharge Cost","25","+10% Multicraft Chance","45","x1.25 Value Increase","70","+25% Base ATK, DEF and HP","110","","-1 Jewels Spent","30","+10% Multicraft Chance","30","-1 Star Metal Spent","30","DEF +40","30","HP +24","30","+10% Base ATK, DEF and HP","30","","210","465","95","735","","May 25, 2022",""
"Xenotype Walkers","Heavy Footwear","Xenotype Mega Pack","---","160","7","105,000","9,000","2:30:00","11.67","30,500","3.39","458","2,290","430","224","","Blacksmith","19","Master","15","---","","","","---","---","---","43","---","---","---","---","5","---","---","","Star Metal","---","4","---","---","","","40","160","---","---","---","---","","---","---","---","---","","-25% Craft Time Reduction","7","-9 Steel Spent","18","x1.25 Value Increase","32","-1 Jewels Spent","50","Quality Chance x2","80","","+20% Surcharge Value","10","-10% Surcharge Cost","25","+10% Multicraft Chance","45","x1.25 Value Increase","70","+25% Base ATK, DEF and HP","110","","-1 Star Metal Spent","30","+10% Multicraft Chance","30","x1.25 Value Increase","30","DEF +40","30","HP +24","30","+10% Base ATK, DEF and HP","30","","230","515","105","735","","August 23, 2026",""
"General Greaves","Heavy Footwear","---","30","","8","195,000","13,800","3:50:00","14.13","37,000","2.68","555","2,775","771","216","","Blacksmith","21","Master","17","---","","","199","---","---","---","51","---","---","---","---","7","---","---","","Ancient Marble","---","5","Evil Eye","---","3","","","180","---","---","---","---","","---","---","---","---","","-25% Craft Time Reduction","7","-40 Iron Spent","16","Blueprint: Berserker Stompers","30","x1.25 Value Increase","45","Quality Chance x2","70","","+20% Surcharge Value","10","-10% Surcharge Cost","20","+10% Multicraft Chance","40","x1.25 Value Increase","65","+25% Base ATK, DEF and HP","100","","-2 Jewels Spent","35","+10% Multicraft Chance","35","-1 Ancient Marble Spent","35","DEF +45","35","HP +27","35","+10% Base ATK, DEF and HP","35","","310","690","140","860","","",""
"CM-73 Jetboots","Heavy Footwear","Mecha Mega Pack","---","180","8","220,000","13,800","3:50:00","15.94","37,000","2.68","555","2,775","862","271","","Blacksmith","21","Master","17","---","","","199","---","---","---","51","---","---","---","---","7","---","---","","Chronos Crystal","---","4","Star Metal","---","3","","","180","11","---","---","---","","All","---","---","---","","-40% Craft Time Reduction","7","-40 Iron Spent","16","x1.25 Value Increase","30","-80 Iron Spent","45","Quality Chance x2","70","","+20% Surcharge Value","10","-10% Surcharge Cost","20","+10% Multicraft Chance","40","x1.25 Value Increase","65","+25% Base ATK, DEF and HP","100","","-2 Jewels Spent","35","+10% Multicraft Chance","35","-1 Chronos Crystal Spent","35","DEF +45","35","HP +27","35","+10% Base ATK, DEF and HP","35","","330","735","145","860","","May 12, 2024",""
"Berserker Stompers","Heavy Footwear","---","40","","9","310,000","16,800","4:40:00","18.45","47,500","2.83","713","3,565","1,224","246","","Blacksmith","22","Master","18","---","","","244","---","---","---","67","---","---","---","---","13","---","---","","Knight Sollerets","Superior","1","Ghastly Pennant","---","4","","","205","---","---","---","---","","---","---","---","---","","-25% Craft Time Reduction","7","Component Quality Reduced","18","Blueprint: Juggernaut Greaves","32","x1.25 Value Increase","50","Quality Chance x2","80","","+20% Surcharge Value","10","-10% Surcharge Cost","25","-1 Knight Sollerets Spent","45","x1.25 Value Increase","70","+25% Base ATK, DEF and HP","110","","-3 Jewels Spent","40","-1 Ghastly Pennant Spent","40","+10% Multicraft Chance","40","DEF +51","40","HP +31","40","+10% Base ATK, DEF and HP","40","","390","865","175","1,065","","",""
"Luxurious Boots","Heavy Footwear","Luxurious Chest","---","","9","605,000","21,000","5:50:00","28.81","51,500","2.45","773","3,865","1,589","258","","Blacksmith","23","Master","19","---","","","259","---","---","---","72","---","---","---","---","16","---","---","","Golden Chunk","---","5","Ghastly Pennant","---","3","","","215","---","---","---","---","","Gold","Xolotl Spirit","---","---","","-25% Craft Time Reduction","7","-52 Iron Spent","18","x1.25 Value Increase","32","-14 Steel Spent","50","Quality Chance x2","80","","+10% Surcharge Value","10","x1.25 Value Increase","25","+20% Bonus Favor","45","+10% Multicraft Chance","70","Quality Chance x2","110","","-3 Jewels Spent","40","-1 Ghastly Pennant Spent","40","+10% Multicraft Chance","40","DEF +54","40","HP +32","40","+10% Base ATK, DEF and HP","40","","405","895","180","1,140","","February 4, 2021",""
"Vanguard Greaves","Heavy Footwear","Fall Superior Pack","---","200","9","410,000","25,200","7:00:00","16.27","55,500","2.2","833","4,165","1,847","340","","Blacksmith","24","Master","20","---","","","275","---","---","---","77","---","---","---","---","19","---","---","","Ghastly Pennant","---","3","Star Metal","---","3","","","225","14","---","---","---","","Earth","---","---","---","","-25% Craft Time Reduction","7","-55 Iron Spent","18","x1.25 Value Increase","32","-15 Steel Spent","50","Quality Chance x2","80","","+20% Surcharge Value","10","-10% Surcharge Cost","25","+10% Multicraft Chance","45","x1.25 Value Increase","70","+25% Base ATK, DEF and HP","110","","-4 Jewels Spent","40","-1 Star Metal Spent","40","+10% Multicraft Chance","40","DEF +56","40","HP +34","40","+10% Base ATK, DEF and HP","40","","445","990","200","1,220","","March 8, 2021",""
"Lost Warrior's Greaves","Heavy Footwear","Lost Warrior's Pack","---","200","9","480,000","25,200","7:00:00","19.05","55,500","2.2","833","4,165","1,847","315","","Blacksmith","24","Master","20","---","","","275","---","---","---","77","---","---","---","---","19","---","---","","Ancient Marble","---","5","Overgrown Vine","---","4","","56","225","---","---","---","---","","Earth","---","---","---","","-25% Craft Time Reduction","7","-55 Iron Spent","18","x1.25 Value Increase","32","-15 Steel Spent","50","Quality Chance x2","80","","+20% Surcharge Value","10","-10% Surcharge Cost","25","+10% Multicraft Chance","45","x1.25 Value Increase","70","+25% Base ATK, DEF and HP","110","","-2 Ancient Marble Spent","40","-1 Overgrown Vine Spent","40","+10% Multicraft Chance","40","DEF +56","40","HP +34","40","+10% Base ATK, DEF and HP","40","","480","1,065","215","1,220","","December 10, 2025",""
"Juggernaut Greaves","Heavy Footwear","---","55","","10","625,000","25,200","7:00:00","24.8","60,000","2.38","900","4,500","1,909","282","","Blacksmith","25","Master","21","Tailor","18","","290","---","---","---","82","---","---","---","---","22","---","---","","Deep Coral","---","5","Chronos Crystal","---","4","","","235","---","---","---","---","","Fire","---","---","---","","-20% Craft Time Reduction","7","-58 Iron Spent","18","Blueprint: Celesteel Boots","32","x1.25 Value Increase","50","Quality Chance x2","80","","+20% Surcharge Value","10","-10% Surcharge Cost","25","+10% Multicraft Chance","45","x1.25 Value Increase","70","+25% Base ATK, DEF and HP","110","","-4 Jewels Spent","45","-1 Deep Coral Spent","45","+10% Multicraft Chance","45","DEF +59","45","HP +35","45","+10% Base ATK, DEF and HP","45","","815","1,815","365","2,335","","",""
"Bunbun Booties","Heavy Footwear","Easter Superior Offer","---","250","10","670,000","30,000","8:20:00","22.33","64,500","2.15","968","4,840","2,451","343","","Blacksmith","25","Master","21","Tailor","18","","306","---","---","---","87","---","---","---","---","25","---","---","","Precious Shell","---","4","---","---","","","61","245","---","---","---","---","","---","Bunny Hops","---","---","","-25% Craft Time Reduction","6","-61 Iron Spent","16","x1.25 Value Increase","28","-17 Steel Spent","45","Quality Chance x2","70","","+20% Surcharge Value","10","-10% Surcharge Cost","20","+10% Multicraft Chance","40","x1.25 Value Increase","65","+25% Base ATK, DEF and HP","100","","-5 Jewels Spent","45","-1 Precious Shell Spent","45","+10% Multicraft Chance","45","DEF +61","45","HP +37","45","+10% Base ATK, DEF and HP","45","","845","1,880","375","2,480","","September 20, 2021",""
"Greaves of the Fifth","Heavy Footwear","Content Pass: Cinco de Mayo 2022","---","250","10","700,000","30,000","8:20:00","23.33","64,500","2.15","968","4,840","2,451","369","","Blacksmith","25","Master","21","Tailor","18","","306","---","---","---","87","---","---","---","---","25","---","---","","Crystal Lullaby","---","5","Deep Pearl","---","3","","","245","15","---","---","---","","---","---","---","---","","-61 Iron Spent","6","-1 Crystal Lullaby Spent","16","x1.25 Value Increase","28","-17 Steel Spent","45","Quality Chance x2","70","","+20% Surcharge Value","10","-10% Surcharge Cost","20","+10% Multicraft Chance","40","x1.25 Value Increase","65","+25% Base ATK, DEF and HP","100","","-5 Jewels Spent","45","-2 Deep Pearl Spent","45","+10% Multicraft Chance","45","DEF +61","45","HP +37","45","+10% Base ATK, DEF and HP","45","","865","1,920","385","2,480","","October 30, 2022",""
"Celesteel Boots","Heavy Footwear","---","85","","11","1,250,000","42,000","11:40:00","29.76","110,000","2.62","1,650","8,250","2,889","366","","Blacksmith","27","Master","23","Tailor","20","","338","---","---","---","98","---","---","---","---","31","---","---","","Sigil of Might","---","1","Crystal Lullaby","---","6","","","305","---","---","---","---","","Light","---","---","---","","-25% Craft Time Reduction","6","-68 Iron Spent","16","Blueprint: Vermilion Guard Greaves","28","x1.25 Value Increase","45","Quality Chance x2","70","","+20% Surcharge Value","10","-10% Surcharge Cost","20","+10% Multicraft Chance","40","x1.25 Value Increase","65","+25% Base ATK, DEF and HP","100","","-6 Jewels Spent","60","-2 Crystal Lullaby Spent","60","+10% Multicraft Chance","60","DEF +76","60","HP +46","60","+10% Base ATK, DEF and HP","60","","990","2,195","440","2,790","","",""
"Star-Spangled Greaves","Heavy Footwear","Liberty Mega Pack","---","300","11","1,650,000","42,000","11:40:00","39.29","110,000","2.62","1,650","8,250","3,218","461","","Blacksmith","27","Master","23","Tailor","20","","338","---","---","---","98","---","---","---","---","31","---","---","","Sigil of Might","---","1","Grim Talon","---","3","","","305","19","---","---","---","","---","---","---","---","","-25% Craft Time Reduction","6","-68 Iron Spent","16","x1.25 Value Increase","28","-20 Steel Spent","45","Quality Chance x2","70","","+20% Surcharge Value","10","-10% Surcharge Cost","20","+10% Multicraft Chance","40","x1.25 Value Increase","65","+25% Base ATK, DEF and HP","100","","-12 Jewels Spent","60","-1 Grim Talon Spent","60","+10% Multicraft Chance","60","DEF +76","60","HP +46","60","+10% Base ATK, DEF and HP","60","","1,130","2,510","500","2,790","","December 26, 2021",""
"Santa's Guard Boots","Heavy Footwear","Merry Christmas Superior Pack","---","300","11","1,800,000","49,800","13:50:00","36.14","120,000","2.41","1,800","9,000","3,671","448","","Blacksmith","27","Master","23","Tailor","20","","354","---","---","---","103","---","---","---","---","34","---","---","","Sigil of Might","---","1","Precious Shell","---","4","","80","320","---","---","---","---","","---","Christmas Spirit","---","---","","-71 Iron Spent","6","-21 Steel Spent","16","-25% Craft Time Reduction","28","x1.25 Value Increase","45","Quality Chance x2","70","","+20% Surcharge Value","10","-10% Surcharge Cost","20","+10% Multicraft Chance","40","x1.25 Value Increase","65","+25% Base ATK, DEF and HP","100","","-1 Precious Shell Spent","60","-10 Jewels Spent","60","+10% Multicraft Chance","60","DEF +80","60","HP +48","60","+10% Base ATK, DEF and HP","60","","1,175","2,615","525","2,950","","June 13, 2022",""
"Vermilion Guard Greaves","Heavy Footwear","---","120","","12","2,550,000","70,200","19:30:00","36.32","220,000","3.13","3,300","16,500","4,293","462","","Blacksmith","29","Master","25","Tailor","22","","387","---","---","---","113","---","---","---","---","41","---","---","","Sigil of True Might","---","1","Magma Core","---","2","","","385","---","---","---","---","","Fire","Phoenix Immortality","---","---","","-25% Craft Time Reduction","6","-77 Iron Spent","14","x1.25 Value Increase","26","Blueprint: Balefire Greaves","40","Quality Chance x2","60","","+20% Surcharge Value","10","-10% Surcharge Cost","20","+10% Multicraft Chance","35","x1.25 Value Increase","55","+25% Base ATK, DEF and HP","85","","-8 Jewels Spent","80","-28 Steel Spent","80","+10% Multicraft Chance","80","DEF +96","80","HP +58","80","+10% Base ATK, DEF and HP","80","","1,390","3,090","620","3,290","","",""
"Boots of Zeal","Heavy Footwear","Molten Chest","---","","12","2,750,000","83,400","23:10:00","32.97","235,000","2.82","3,525","17,625","5,488","599","","Blacksmith","30","Master","26","Tailor","23","","404","---","---","---","123","---","---","---","---","46","---","---","","Sigil of True Might","---","1","Precious Shell","---","5","","","499","---","---","---","---","","---","---","Divine Element","---","","-81 Iron Spent","6","x1.25 Value Increase","14","-25% Craft Time Reduction","26","-25 Steel Spent","40","Quality Chance x2","60","","+20% Surcharge Value","10","-10% Surcharge Cost","20","+10% Multicraft Chance","35","x1.25 Value Increase","55","+25% Base ATK, DEF and HP","85","","-7 Jewels Spent","80","-7 Jewels Spent","80","+10% Multicraft Chance","80","DEF +100","80","HP +60","80","+10% Base ATK, DEF and HP","80","","1,420","3,150","630","3,465","","",""
"Fruity Booties","Heavy Footwear","Fruity Mega Pack","---","350","12","2,800,000","83,400","23:10:00","33.57","235,000","2.82","3,525","17,625","5,259","605","","Blacksmith","30","Master","26","Tailor","23","","","---","---","400","","---","---","120","40","---","---","---","","Sigil of True Might","---","1","Crush Claw","---","2","","","400","25","---","---","---","","Earth, Water","---","---","---","","-80 Herbs Spent","6","-24 Oils Spent","14","x1.25 Value Increase","26","-25% Craft Time Reduction","40","Quality Chance x2","60","","+20% Surcharge Value","10","-10% Surcharge Cost","20","+10% Multicraft Chance","35","x1.25 Value Increase","55","+25% Base ATK, DEF and HP","85","","-8 Ether Spent","80","-18 Oils Spent","80","+10% Multicraft Chance","80","DEF +100","80","HP +60","80","+10% Base ATK, DEF and HP","80","","1,455","3,235","645","3,465","","February 19, 2023",""
"Opulent Greaves","Heavy Footwear","Opulent Chest","---","","12","5,250,000","83,400","23:10:00","62.95","235,000","2.82","3,525","17,625","5,488","480","","Blacksmith","30","Master","26","Tailor","23","","404","---","---","---","123","---","---","---","---","46","---","","","Opulent Jewel","---","6","Crush Claw","---","3","","","400","---","---","---","---","","Gold","Quetzalcoatl Spirit","---","---","","-20% Craft Time Reduction","6","-25 Steel Spent","14","x1.25 Value Increase","26","-25 Steel Spent","40","Quality Chance x2","60","","+10% Surcharge Value","10","x1.25 Value Increase","20","+20% Bonus Favor","35","+10% Multicraft Chance","55","Quality Chance x2","85","","-14 Jewels Spent","80","+10% Multicraft Chance","80","-1 Opulent Jewel Spent","80","DEF +100","80","HP +60","80","+10% Base ATK, DEF and HP","80","","1,475","3,280","655","3,465","","September 13, 2023",""
"Rex Stompers","Heavy Footwear","Jurassic Superior Pack","---","350","12","2,900,000","83,400","23:10:00","34.77","235,000","2.82","3,525","17,625","5,380","560","","Tailor","30","Master","26","Blacksmith","23","","","---","397","---","","---","105","---","---","46","---","---","","Sigil of True Might","---","1","Raw Obsidian","---","2","","100","400","---","---","---","---","","---","Dinosaur Senses","---","---","","-25% Craft Time Reduction","6","-79 Leather Spent","14","x1.25 Value Increase","26","-21 Fabric Spent","40","Quality Chance x2","60","","+20% Surcharge Value","10","-10% Surcharge Cost","20","+10% Multicraft Chance","35","x1.25 Value Increase","55","+25% Base ATK, DEF and HP","85","","-9 Jewels Spent","80","-1 Raw Obsidian Spent","80","+10% Multicraft Chance","80","DEF +100","80","HP +60","80","+10% Base ATK, DEF and HP","80","","1,480","3,290","660","3,465","","September 18, 2023",""
"Balefire Greaves","Heavy Footwear","---","200","","13","5,450,000","116,400","32:20:00","46.82","265,000","2.28","3,975","19,875","5,255","594","","Blacksmith","32","Master","28","Tailor","25","","350","---","---","---","","---","---","---","---","52","5","---","","Astral Fabric","---","3","Precious Shell","---","3","","","495","---","---","---","---","","Dark","---","---","---","","-25% Craft Time Reduction","4","-8 Jewels Spent","10","x1.25 Value Increase","18","Blueprint: Cobalt Greaves","30","Quality Chance x2","45","","+20% Surcharge Value","5","-10% Surcharge Cost","15","+10% Multicraft Chance","25","x1.25 Value Increase","40","+25% Base ATK, DEF and HP","65","","-1 Essence Spent","100","-1 Astral Fabric Spent","100","+10% Multicraft Chance","100","DEF +124","100","HP +74","100","+10% Base ATK, DEF and HP","100","","2,005","4,450","890","3,830","","",""
"Titan Boots","Heavy Footwear","Shop Titans 2023 Superior Pack","---","375","13","5,650,000","116,400","32:20:00","48.54","265,000","2.28","3,975","19,875","7,146","749","","Blacksmith","32","Master","28","Tailor","25","","425","---","---","---","","---","---","---","---","52","5","---","","All-Seeing Eye","---","2","Star Metal","---","10","","","495","31","---","---","---","","Light","Titan Solemnity","---","---","","-25% Craft Time Reduction","4","-85 Iron Spent","10","x1.25 Value Increase","18","-4 Star Metal Spent","30","Quality Chance x2","45","","+20% Surcharge Value","5","-10% Surcharge Cost","15","+10% Multicraft Chance","25","x1.25 Value Increase","40","+25% Base ATK, DEF and HP","65","","-10 Jewels Spent","100","-1 Essence Spent","100","+10% Multicraft Chance","100","DEF +124","100","HP +74","100","+10% Base ATK, DEF and HP","100","","2,040","4,530","905","3,830","","December 11, 2023",""
"Crystal Sollerets","Heavy Footwear","New Year 2024 Superior Pack","---","375","13","5,700,000","138,000","38:20:00","41.3","280,000","2.03","4,200","21,000","8,496","714","","Blacksmith","34","Master","30","Tailor","27","","446","---","---","---","","---","---","---","---","54","6","---","","Outsider's Claw","---","2","Crystal Lullaby","---","4","","128","510","---","---","---","---","","---","---","---","---","","-25% Craft Time Reduction","4","-8 Jewels Spent","10","x1.25 Value Increase","18","-1 Essence Spent","30","Quality Chance x2","45","","+20% Surcharge Value","5","-10% Surcharge Cost","15","+10% Multicraft Chance","25","x1.25 Value Increase","40","+25% Base ATK, DEF and HP","65","","-89 Iron Spent","100","-1 Crystal Lullaby Spent","100","+10% Multicraft Chance","100","DEF +128","100","HP +77","100","+10% Base ATK, DEF and HP","100","","2,050","4,550","910","4,015","","June 24, 2024",""
"Cobalt Greaves","Heavy Footwear","---","250","","14","10,500,000","193,200","53:40:00","54.35","310,000","1.6","4,650","23,250","9,061","738","","Blacksmith","36","Master","32","Tailor","29","","462","---","---","---","","---","---","---","---","57","6","---","","Heaven's Crest","---","4","Raw Obsidian","---","2","","","615","---","---","---","---","","---","---","---","---","","-25% Craft Time Reduction","4","-11 Jewels Spent","10","x1.25 Value Increase","18","Blueprint: Behemoth Feet","30","Quality Chance x2","45","","+20% Surcharge Value","5","-10% Surcharge Cost","15","+10% Multicraft Chance","25","x1.25 Value Increase","40","+25% Base ATK, DEF and HP","65","","-1 Heaven's Crest Spent","120","-116 Iron Spent","120","+10% Multicraft Chance","120","DEF +154","120","HP +92","120","+10% Base ATK, DEF and HP","120","","2,740","6,085","1,215","4,410","","",""
"Tyrant's Wake","Heavy Footwear","Dark Crusader Pack","---","400","14","11,500,000","193,200","53:40:00","59.52","310,000","1.6","4,650","23,250","11,001","861","","Blacksmith","36","Master","32","Tailor","29","","456","---","---","---","","---","---","---","---","55","8","---","","Demigod Pinion","---","4","Grim Talon","---","3","","154","615","---","---","---","---","","Dark","---","---","---","","-25% Craft Time Reduction","4","-114 Iron Spent","10","x1.25 Value Increase","18","-1 Demigod Pinion Spent","30","Quality Chance x2","45","","+20% Surcharge Value","5","-10% Surcharge Cost","15","+10% Multicraft Chance","25","x1.25 Value Increase","40","+25% Base ATK, DEF and HP","65","","-11 Jewels Spent","120","-2 Essence Spent","120","+10% Multicraft Chance","120","DEF +154","120","HP +92","120","+10% Base ATK, DEF and HP","120","","2,835","6,305","1,260","4,410","","December 11, 2024",""
"Magmacore Greaves","Heavy Footwear","Oscar's Emporium Pack","---","400","14","12,000,000","193,200","53:40:00","62.11","310,000","1.6","4,650","23,250","11,149","933","","Blacksmith","36","Master","32","Tailor","29","","462","---","---","---","155","---","---","---","---","---","8","---","","Divine Spark","---","3","Magma Core","---","6","","","615","39","---","---","---","","Fire","---","---","---","","-30% Craft Time Reduction","4","-92 Iron Spent","10","x1.25 Value Increase","18","-31 Steel Spent","30","Quality Chance x2","45","","+20% Surcharge Value","5","-10% Surcharge Cost","15","+10% Multicraft Chance","25","x1.25 Value Increase","40","+25% Base ATK, DEF and HP","65","","-2 Essence Spent","120","-2 Magma Core Spent","120","+10% Multicraft Chance","120","DEF +154","120","HP +92","120","+10% Base ATK, DEF and HP","120","","2,930","6,515","1,305","4,410","","May 8, 2025",""
"Fimbulwinter Boots","Heavy Footwear","Fimbulwinter Superior Pack","---","400","14","12,500,000","228,600","63:30:00","54.68","325,000","1.42","4,875","24,375","12,457","889","","Blacksmith","37","Master","33","Tailor","30","","460","---","---","---","","---","---","---","55","---","9","---","","Astral Fabric","---","3","Zirconia Eggshell","---","10","","159","635","---","---","---","---","","Water","---","---","---","","x1.25 Value Increase","4","-138 Iron Spent","10","-25% Craft Time Reduction","18","-3 Zirconia Eggshell Spent","25","Quality Chance x2","40","","+20% Surcharge Value","5","-10% Surcharge Cost","15","+10% Multicraft Chance","25","x1.25 Value Increase","35","+25% Base ATK, DEF and HP","55","","-11 Ether Spent","120","-2 Essence Spent","120","+10% Multicraft Chance","120","DEF +159","120","HP +95","120","+10% Base ATK, DEF and HP","120","","3,000","6,670","1,335","4,610","","July 7, 2025",""
"Rock Stompers","Heavy Footwear","Major Artifact Chest","---","","14","14,500,000","228,600","63:30:00","63.43","325,000","1.42","4,875","24,375","12,699","1,026","","Blacksmith","37","Master","33","Tailor","30","","469","---","---","---","","---","---","---","---","58","9","---","","Chunk of Boots","---","1","Magma Core","---","3","","","680","42","---","---","---","","Earth","---","---","---","","-25% Craft Time Reduction","4","-2 Essence Spent","10","x1.25 Value Increase","18","-2 Essence Spent","25","Quality Chance x2","40","","-20% Essence Spent","5","+10% Multicraft Chance","15","x1.25 Value Increase","25","+25% Base ATK, DEF and HP","35","Quality Chance x2","55","","-117 Iron Spent","120","-1 Magma Core Spent","120","+10% Multicraft Chance","120","DEF +170","120","HP +102","120","+10% Base ATK, DEF and HP","120","","3,195","7,105","1,420","4,610","","",""
"Behemoth Feet","Heavy Footwear","---","275","","15","17,000,000","295,200","82:00:00","57.59","360,000","1.22","5,400","27,000","12,337","852","","Blacksmith","38","Master","34","Tailor","31","","388","---","---","---","","---","---","---","---","62","11","---","","Dinosaur Leather","---","7","---","---","","","","710","---","---","---","---","","---","Behemoth Violence","---","---","","-25% Craft Time Reduction","4","-16 Jewels Spent","10","x1.25 Value Increase","18","Blueprint: Darkmatter Gliders","25","Quality Chance x2","40","","+20% Surcharge Value","5","-10% Surcharge Cost","15","+10% Multicraft Chance","25","x1.25 Value Increase","35","+25% Base ATK, DEF and HP","55","","-1 Dinosaur Leather Spent","130","-3 Essence Spent","130","+10% Multicraft Chance","130","DEF +178","130","HP +107","130","+10% Base ATK, DEF and HP","130","","3,475","7,725","1,545","5,035","","",""
"Teddy Bear Feet","Heavy Footwear","Plush Superior Pack","---","425","15","18,500,000","295,200","82:00:00","62.67","360,000","1.22","5,400","27,000","16,287","1,077","","Tailor","38","Master","34","Blacksmith","31","","","---","480","---","","---","170","---","---","---","11","---","","Marble Pillar","---","4","Full Moon Crystal","---","3","","","710","45","---","---","---","","---","Bear Vitality","---","---","","-144 Leather Spent","4","x1.25 Value Increase","10","-43 Fabric Spent","18","-2 Essence Spent","25","Quality Chance x2","40","","+20% Surcharge Value","5","-10% Surcharge Cost","15","+10% Multicraft Chance","25","x1.25 Value Increase","35","+25% Base ATK, DEF and HP","55","","-25% Craft Time Reduction","130","-1 Full Moon Crystal Spent","130","+10% Multicraft Chance","130","DEF +178","130","HP +107","130","+10% Base ATK, DEF and HP","130","","3,610","8,025","1,605","5,035","","October 27, 2025",""
